,E_Mail,Label
70,"['12', '»', '→', 'Devamı', '·', '”', '→', 'Devamı', 'Selamlar', 'Home', '69', '»', '360', '2', 'Anasayfa', '»', '🙂', 'Haberler', '—', '»', '39', '19', '—', '–', '7', '•', '😀', 'Devamı', '39', '“', 'Cevapları', '16', 'PDF', '”', '39', '🙂', 'Anasayfa', '26', '—', '😀', '“', '–', '24', 'Devamı', '•', '←', '»', 'Download', '■', '27', '—', '5', '”', 'PDF', 'Teşekkürler', '●', '42', 'Teşekkürler', '›', '14', '§', 'PDF', '🙂', '—', '»', '61', '4', '✔', '→', 'Bu', '»', '13', '[UNK]', 'n', '•', '21', '·', '24', 'Download', '4', 'Download', '5', '14', 'Devamı', '61', 'Devamı', 'Etiketler', 'Download', '😀', '”', '6', '•', '”', '😀', 'PDF', '●', '13', '🙂', '—', '18', '♦', 'PDF', '…', 'Haberler', '•', '–', 'Devamı', '√', '🙂', 'Download', '22', '”', '2', '15', 'PDF', '29', 'n', '»', '“', 'PDF', 'Devamı', '”', '►', 'PDF', '●', '15', '1', 'Haberler', '🙂', '—', 'PDF', '→', '26', '■', '13', '8', '10', '►', '69', '”', '—', '←', '9', '—', 'Devamı', '“', '…']",spam
71,"['→', '24', '2', '😉', 'Download', '24', '😀', '“', '•', '10', '•', '9', '18', '·', '←', '→', '74', '6', '•']",ham
72,"['39', '19', '→', '—', '—', '8', 'Devamı', '•', 'Selamlar', '2017', 'Download', 'Devamı', 'Mevlana', 'Devamı', '•', 'Home', '25', '»', '✓']",ham
73,"['[UNK]', '42', 'Devamı', '·', '😀', '17', '→', '•', '·', '”', '14', '•', 'n', '→', '♥', '”', 'Download', '15', '·', '♥', 'Devamı', '72', 'Devamı', '15', '·', '28', 'Devamı', 'Home', '27', 'Mevlana', '36', 'Yoksa', '25', '→', 'İzlediğiniz', '●', 'Etiketler', '″', 'Home', '✔', '”', 'PDF', '●', 'Teşekkürler', '[UNK]', '✓', '26', '►', '5', '42', '»', '17', '28', '23', 'Download', '›', '18', '»', 'Devamı', 'Download', '22', '√', 'Etiketler', '”', '😀', '→', 'Devamı', 'Download', '4', '27', '●', '10', '→', '15', 'Yoksa', '28', 'Haberler', '3', '18', '–', 'Download', '12', '»', 'Devamı', '18', '✔', '…', '😀', '”', '”', 'Devamı', '15', 'Cevapları', 'Anasayfa', '“', '–', '—', 'Devamı']",ham
74,"['″', 'PDF', '•', 'Devamı', 'Download', 'PDF', '8', 'Devamı', '”', '…', '18', '§', '”', '69', '6', '—', '—', '•', '·', '·', '11', '✔', 'PDF', '•', 'Devamı', '9', '”', '›', '11', '“', '·', '8', '8', '7', '”', '■', '36', 'Home', '—', '√', '1', '»', '·', '←', '27', 'PDF', 'Devamı', '»', '·', 'PDF', '—', '82', '72', '—', '•', '–', 'PDF', '14', 'Devamı', '4', '7', '8', 'PDF', '🙂', '[UNK]', '🙂', '»', 'Download', '”', '—', '♦', '»', '360', '►', '→', '”', '13', '■', 'PDF', '•', '•', '2017', 'PDF', '41', '–', '14', 'Devamı', '·', '—', '•', 'Devamı', '🙂', '•', '360', '24', '·', '←', '61', '”', '14', '—', '21', '27', '26', '28', '—', '9', '”', '61', '›', '←', 'Devamı', '82', 'Devamı', '■', '→', '›', '4', '7']",spam
75,"['Download', '7', 'Devamı', 'Devamı', '»', '2017', '41', '27', '•', 'Ayrıca', '←', '😊', 'Devamı', 'Download', '23', '26', '→', 'Devamı', '—', 'Devamı', '·', '21', '12', 'PDF', '✔', '✓', '😀', '→', '—', '←', 'Devamı', '►', '26', 'Devamı', '»', '♦', '73', 'Mevlana', '✓', '✔', '·', '15', '1', '”', 'Devamı', '73', '•', '8', '😀', '15', '17', '11', '—', '●', 'Devamı', '–', '»', 'Download', 'Devamı', '15', '»', '♦', '●', '»', '—', 'Devamı', '1', '·', '•', '—', '–', 'İzlediğiniz', 'Devamı', '😀', 'Devamı', '74', 'Teşekkürler', '12', '·', '26', 'Devamı', 'Home', 'PDF', '–', '√', '✔', '28', '—', '10', '”', '→', '·', '●', '69', '”', '18', '←', '″', '😀', '♥', '9', '”', '✓', '•', '“', 'Devamı', 'Devamı', 'Download', '69', '13', '■', '1', 'Devamı', '19', '·', '27', '←', 'Haberler', '—', '←', '♦', '–', '–', '•', '·', '—', '•', 'Devamı', '6', '”', '•', '»', 'Devamı', '·', '18', '”', '24', '”', 'Anasayfa', 'Devamı', '●', '♥', 'Cevapları', '”', '43', 'Etiketler']",spam
76,"['Haberler', '27', 'Devamı', '14', '–', '15', '”', 'Download', '»', '—', '–', '♥', '—', '●', 'Devamı', '·', '73', 'PDF', '■', '♦', 'Home', '14', '74', '[UNK]', 'PDF', '43', 'Devamı', '9', 'Selamlar', '”', '→', '21', '—', '›', 'Devamı', 'Devamı', '•', '»', '😀', '7', '→', 'Mevlana', '—', '•', '»', '6', '7', '✓', 'n', 'PDF', 'Download', '←', '😀', '29', '6', '·', '21', '—', '■', '15', '›', '19', '😉', 'PDF', 'PDF', '39', '28', 'Devamı', 'Devamı', '—', '10', '✓', '—', '7', '🙂', '360', '61', '●']",spam
77,"['›', '82', '←', '●', '42', '•', 'Devamı', '♥', '”', '§', '😊', '■', '82', '”', '19', '»', '·', '·', 'Devamı', 'Devamı', '»', '21', 'Devamı', '›', '»', '16', '→', '·', 'Download', '►', '—', 'Etiketler', '·', 'Devamı', 'Devamı', '7', '28', 'PDF', '•', '73', '»', '74']",ham
78,"['PDF', '—', '7', '14', '21', '→', '2', '—', '·', '•', 'PDF', '😀', 'Selamlar', 'Home', '27', 'Home', '←', 'PDF', '§', '19', 'Yoksa', '—', '8', 'Cevapları', '✔', '36', '·', 'PDF', '•', '16', '→', '4', '24', '11', '—', '→', 'Home', '6', 'PDF', '”', 'n', '–', 'Devamı', '→', 'Devamı', '→', 'Download', '27', '✓', '”', 'Devamı', 'Etiketler', '2017', '28', '–', '”', '→', '4', '✔', '23', '”', '21', '·', 'Download', '—', '»', '[UNK]', '69', 'PDF', '✓', 'PDF', 'PDF', 'Devamı', '😀', 'Cevapları', '←', 'Bu', 'Download', '…', 'Haberler', '•', '—', '—', 'Download', '·', '28', 'Download', '→', '·', 'Devamı', 'Teşekkürler', '→', 'Ayrıca', 'Devamı', '[UNK]', '🙂', '🙂', '7', '“', '19', '22', '13', '“', '←', '13', '·', '10', '✓', '22', '”', 'Neden', 'Devamı', '14', '[UNK]', 'Yoksa', 'Devamı', 'Download', 'Devamı', '25', '—', '”', '”', 'PDF', '😉', '—', '·', 'Devamı', '→', 'Devamı', '5', '”', '✔', '·', '·', '←', '·', '—', '82', 'Devamı', '″', '»', '■', '●', '4', '»', '″', 'Download', '·', '—', '·', '72', '23', '§', '10', '😀', '18', '•', 'PDF', 'Devamı', '—', 'Devamı', '36', '1', '→', 'Devamı', '“', '·', '←', '✔', 'PDF', '—', 'Devamı', '»', '•', '√', 'Anasayfa', '2', '—', '6', '24', 'Download', 'Devamı', '✓', 'Devamı', '”', 'PDF', '•', '😊', '←', '42', '–', '←', '—', 'Devamı', '→', '”', '”', '•', '”', '22', '2', '[UNK]', '72', '←', '■', '82', '»', '●', '9', '“', 'Ayrıca', '»', '—', '■', '21', '»', '→', 'Home', '5', '22', 'PDF', '🙂', 'PDF', 'Devamı', '”', '8', '26', '→', 'Devamı', '»', '14', '”', '»', '»', 'Home', '♦', 'PDF', '14', '22', '8', '→', 'Devamı', 'Home', '74', '15', 'Devamı', '24', '♥', '»', 'Download', 'PDF', 'PDF', '»', 'Devamı', 'Home', '·', '1', '›', 'PDF', '→', '14', '·', 'Yoksa', '22', '17', '24', '36', '”', '“', 'Download', '26', 'PDF', '»', '•', 'Devamı', '›', '24', '■', '·', '→', '43', 'Home', '»', '—', '←', 'Devamı', 'PDF', 'Download', '●', '✔', 'Devamı', 'Download', '2', '”', '21', '♥', '✔', '§', '»', '←', '36', '–', '😀', '●', '29', '♥', 'Haberler', '•', 'Devamı', 'Devamı', '✔', '17', 'Download', '6', 'Devamı', '9', 'n', 'Devamı', '–', '74', '·', 'Bu', '■', '■', '–', '»', '2017', '…', '15', '9', '•', '→', '·', '→', '😀', '✔', 'Devamı', '24', '♥', 'Devamı', '→', '·', '←', '√', '→', '•', '”', '•', 'Bu', '27', '–', '—', '17', '42', '3', 'Yoksa', '←', '😀', 'Download', '§', 'Anasayfa', 'Devamı', '·', '●', '3', '»', '74', '›', '←', 'Cevap', '■', '→', '13', '69', 'Teşekkürler', '→', '→', '»', '😀', '10', '”', '14', '15', '»', 'Devamı', '”', '•', 'PDF', '•', 'PDF', '[UNK]', '23', 'Download', '”', '■', '😉', '•', '✓', '73', '—', '”', '19', 'PDF', '●', '→', '“', '—', '♦', 'Teşekkürler', '28', 'PDF', '2', '”', '😀', 'Devamı', 'Devamı', '•', '6', '”', 'Devamı', '●', '8', 'Anasayfa', '9', '•', '—', '24', '”', '·', 'Yoksa', '10', '21', 'Download', '»', '22', '…', '”', '·', '22', '16', '✓', '14', '22', '13', '•', 'PDF', '→', 'PDF', '3', '…', '9', '•', '✔', '19', '😀', '4', '24', '4', '»', '►', '43', '27', '—', '🙂', 'PDF', '19', '74', '–', 'Haberler', '27', '🙂', '😀', 'Devamı', '●', 'PDF', 'Download', '→', '21', '♥', 'Etiketler', 'Download', '14', '—', '”', '18', '»', '→', 'Devamı', '›', '→', '18', '😀', '→', 'Etiketler', 'PDF', 'Etiketler', '›', '»', '”', '♥', 'Haberler', '♥', '42', 'Anasayfa', '26', '39', '2', 'Devamı', '✔', 'Download', '6', 'Devamı', 'Devamı', 'Download', '→', '[UNK]', '–', '61', '13', '—', '►', '✔', 'Download', '·', '←', '14', '36', '→', '■', '»', '”', 'Neden', '😊', 'Devamı', 'İzlediğiniz', 'Devamı', '2017', '2', '·', '→', '—', '—', 'Download', 'Download', '•', 'Download', '9', 'Download', 'Devamı', 'Download', '2', '23', '—', '12', '→', '♦', '·', '—', '♥', '■', 'Devamı', '■', '27', 'Haberler', '●', '»', 'Devamı', '»', '”', '—', 'Download', '♥', 'Devamı', '”', '😀', '—', '—', 'Download', '”', '5', 'Devamı', 'Devamı', 'Mevlana', 'Download', 'Selamlar', '13', 'Download', 'Devamı', '…', '72', '●', 'İzlediğiniz', 'Devamı', '·', '»', '22', '18', '61', '13', '8', '22', '🙂', '•', '√', 'Devamı', '—', 'PDF', '36', 'Ayrıca', '√', '11', '😀', 'Teşekkürler', '28', '10', 'Download', '→', '9', '73', 'Devamı', '12', '•', '26', '→', 'Download', '§', '—', 'Download', 'Download', '●', 'Devamı', '→', '“', '😀', '14', 'Download', '14', 'PDF', '14', '·', '·', '…', '—', 'Download', '18', '—', 'PDF', '14', '•', '29', '—', '→', '3', '14', '26', '”', '—', '←', '4', '…', '●', 'Devamı', '►', '1', '11', '—', '·', '11', '→', '19', '🙂', '§', '69', '•', 'PDF']",spam
79,"['Yoksa', 'Devamı', '»', 'Devamı', 'PDF', 'PDF', '”', '”', '—', '29', '1', '•', '22', 'Devamı']",ham
80,"['Download', '[UNK]', 'Devamı', 'PDF', '”', '→', '74', 'Teşekkürler', '»', '»', '–', 'Devamı', 'Haberler', '🙂', '3', '→', '🙂', '→', '”', '»', '🙂', 'Download', '»', '·']",ham
81,"['√', '”', '16', '19', '36', '→', '—', '22', '·', '9', '●', '·', '10', 'PDF', '11', '→', '✓', '»', '16', 'Neden', '😊', '26', 'Haberler', '13', '17', '•', '😀', 'Yoksa', '”', 'Devamı', '5', '√', 'Mevlana', '»', 'Cevap', '🙂', '►', '·', 'PDF']",spam
82,"['•', '13', 'Devamı', '→', '10', '26', 'Devamı', '74', 'Devamı', '♦', 'Mevlana', 'Devamı', 'Home', '✔', '”', '5', '→', '♦', '●', 'Download', '21', '•', 'Devamı', '♦', 'Download', '18', '•', '36', '←', 'PDF', '»', '›', '✓', '22', '16', 'PDF', '”', '•', '…', '←', '→', '√', '·', 'Download', '»', '•', '·', '22', '5', '●', '8', '→', '12', '►', '→', '•', '✔', '14', 'Devamı', '8', '»', '22', '9', '3', '14', '41', 'PDF', '…', '●', 'PDF', '›', '»', 'Download', '·', '♦', '•', '—', '5', '14', '”', 'Yoksa', '♦', '”', '“', '•', '6', 'Download', 'Teşekkürler', 'Devamı', '😀', '►', '”', '·', 'Devamı', 'Download', '😊', '»']",ham
83,"['""', '•', '″', '→', '·', '·', '—', '21', '″', 'PDF', '”', '😀', 'Devamı', '23', '→', 'Devamı', 'Devamı', '•', '›', '§', '·', 'PDF', '74', '8', 'PDF', '""', '■', '…', '←', '14', 'PDF', '”', '”', '😉', '–', '»', '✔', '…', '»', 'İzlediğiniz', '●', '“', '–', 'Download', '😀', '😀', '[UNK]', '♥', '12', '■', '✔', 'Devamı', '»', '•', '""', '•', 'Cevapları', '8', '25', '·', 'İzlediğiniz', '♦', '·', '17', '43', '§', 'Anasayfa', 'Cevapları', '→', '»', '→', '—', '•', '""', 'Download', '►', 'PDF', '69', 'Devamı', '✓', '■', '13', '”', '›', 'n', '”', 'PDF', '·', '22', 'Mevlana', '→', '""', '♥', '″', '»', '»', 'PDF', '—', '”', '–', '•', '36', '14', '10', '·', 'Download', '”', '8', '21', 'İzlediğiniz', '—', '😉', 'Haberler', '1', 'Download', '""', '→', '›', '●', '😀', '→', '•', '·', '→', 'Devamı', 'Devamı', '😀', '”', '»', 'Devamı', '""', '""', 'Devamı', 'Devamı', 'Devamı', '→', '—', '73', '■', '“', '7', 'Download', '""', '8', '""', '“', '·', '11', '←', 'Devamı', 'Home', '»', 'PDF', '—', '9', '”', '4', '”', '›', '·', '5', '·', '28', '21', '7', 'PDF', '19', '😊', '13', '18', '14', 'Devamı', 'PDF', 'Etiketler', '3', '29', '3', 'Bu', 'Cevapları', '“', '←', '•', 'PDF', '←', '😉', '”', 'Devamı', '1', '•', '—', '♦', '7', '·', '""', 'n', '—', '""', 'Cevapları', '2', '39', '·', 'PDF', '""', '”', '27', 'PDF', '←', '”', 'Devamı', '19', '→', 'Anasayfa', '–', 'Devamı', '1', '🙂', '24', '😀', '🙂', 'Home', '14', '·', 'Devamı', '•', '—', '24', 'PDF', 'Devamı', '17', '43', '23', 'Devamı', '14', '·', '14', 'Devamı', '”', '""', '—', 'PDF', '12', '""', 'Etiketler', '·', '—', '29', '»', '""', 'PDF', '”', 'İzlediğiniz', 'Download', '4', '12', '»', '§', '•', 'PDF', '43', '17', '■', 'Devamı', '13', 'Etiketler', '”', '🙂', '13', '14', '😊', '»', '—', '✔', '🙂', '14', '“', '4', '●', '”', 'PDF', '”', '😀', '→', '13', '14', 'Devamı', '·', '5', 'Devamı', '←', '»', '●', 'Yoksa', '”', 'Download', 'Download', 'PDF', '·', 'Haberler', 'İzlediğiniz', '4', 'Devamı', '2', '17', 'Devamı']",ham
84,"['23', '27', '12', 'Cevap', '9', 'PDF']",ham
85,"['–', '😉', '22', '🙂', '14', '”', '→', '›', '14', '✔', '27', '—', '7', '■', '28', '·']",ham
86,"['→', 'Devamı', '·', 'Cevap', '61', '69', '●', '✓', '9', '·', '”', '»', '…', '😀', '22', '✓', '—', '39', '►', '►', '●', '·', 'Download', '11', '—', '·', '”', 'Devamı', 'Devamı', 'Home', '19', '—', 'Download', 'Download', '😀', '·', '19', 'Cevapları', '”', 'Devamı', '1', '🙂', '11', '→', 'Devamı', '→', '14', '→', '—', '→', '🙂', 'Home', '·', '●', '14', 'Devamı', '·', '■', 'PDF', '”', '”', 'PDF', '·', '22', '13', '•', '82', 'Download', '→', '»', '14', '•', '41', '12', '•', 'Devamı', '■', '39', '·', '•', '✔', 'Download', '”', 'Devamı', '36', '—', '🙂', 'Mevlana', 'Selamlar', 'Cevap', '11', 'Devamı', '”', '8', '74', '36', '·', '✔', '13', '›', 'Download', '✔', '“', '♥', 'PDF', '·', '”', '[UNK]', '●', '→', '•', '•', '”', 'Devamı', '→', 'Haberler', '“', '82', '🙂', '←', '•', '…', '·', '—', '16', '27', '♦', 'Teşekkürler', 'Devamı', 'Download', '·', '21', '•', '•', '“', '→', '✔', 'Download', 'Devamı', '←', '22', '✔', 'Download', '•', 'PDF', '→', '14', '»', '—', '”', '3', '»', '»', 'Devamı', '•', '9', '[UNK]', '·', '2', '•', '6', '”', 'PDF', '–', '8', '■', '§', 'Cevap', '21', '●', '”', '😉', 'Devamı', 'Devamı', '6', '→', '●', '“', 'Home', 'Haberler', '2017', 'PDF', '😀', '→', '″', '→', 'PDF', '·', 'PDF', '8', 'Devamı', 'Devamı', '♥', '”', '●', 'Selamlar', 'Ayrıca', 'Download', '■', '72', '🙂', 'Selamlar', '–', '→', '♦', '√', 'Devamı', '·', '2', '12', '←', '74', 'Download', 'Download', '■', '😊', '23', 'Devamı', 'PDF', '·', '28', '›', '”', '■', '→', '·', '15', '•', '✓', '15', '5', 'Devamı', '23', 'Ayrıca', 'PDF', 'Download', '✓', '14', '→', 'Devamı', '74', 'Etiketler', '22', 'PDF', '21', '28', '8', 'PDF', 'Download', '”', '13', '19', '28', '4', '12', 'Home', '9', 'Devamı', '1', '19', '18', '·', '36', 'Download', 'PDF', 'PDF', '→']",spam
87,"['Devamı', 'Mevlana', 'Devamı', '—', '🙂', '—', '•', 'Devamı', 'Devamı', '§', '—', '→', '→', 'Mevlana', '13', '26', '2', '■', '”', 'Selamlar', '·', '6', '♥', '18', 'Anasayfa', '1', '”', '”', '•', 'Selamlar', '69', 'Devamı', '•', '61', '“', '10', '82', 'Devamı', '•', '·', '←', '22', 'Teşekkürler', '15', 'Devamı', 'Selamlar', '·', '–', '•', '360', 'Teşekkürler', '·', '–', '–', 'Devamı', 'Devamı', '›', 'Devamı', '”', '2', '→', '»', '•', '√', '♥', '—', '›', '”', '18', '17', '10', '”', 'Devamı', '•', '19', '”', '14', '■', '73', '9', '•', '7', '“', '·', '13', '…', '”', 'PDF', '—', 'Teşekkürler', '—', '•', '”', 'PDF', '28', '►', '■', '›', '21', '”', '74', '”', '•', 'Download', '19', '42', '■', '►', '→', '→', '→', '→', '61', '»', 'PDF', '»', 'Haberler', '9', '2', '🙂', '»', '22', '►', '·', '»', '21', 'Devamı', '”', '19', '6', '2', '82', '•', '😀', '—', '·', '»', 'Devamı', '•', '14', '9', '”', '•', 'Devamı', 'Devamı', '»', '·', '82', 'Cevap', 'Devamı', 'Devamı', '[UNK]', '[UNK]', '😀', '🙂', '41', '■', '♦', '…', 'Download', 'Download', '•', '13', 'Teşekkürler', '›', '•', '🙂', '•', '→', 'Devamı', 'Anasayfa', '“', '→', 'Devamı', '–', '·', '”', 'Neden', '😀', 'Anasayfa', '●', '18', '●', '14', 'Haberler', '73', '”', '»', 'Devamı', '✔', '–', '😀', '8', '[UNK]', '36', '•', '”', '»', '🙂']",ham
88,"['13', 'İzlediğiniz', '•', '”', '»', '“', '—', 'Devamı', 'Download', '♦', '–', '18', '3', '[UNK]', '§', '72', '●', '1', '—', '—', '😀', '…', '🙂', '—', 'Home', '25', '✔', '”', '15', '5', '→', '»', 'Devamı', 'Anasayfa', '—', '82', 'Devamı', '—', '…', 'İzlediğiniz', 'Devamı', 'Devamı', 'PDF', '•', 'Download', '←', '♦', '…', '25', '61', '29', '·', '→', 'Bu', 'Cevap', '♦', '•', '″', '»', 'Home', '14', '“', '·', 'Haberler', 'Devamı', '”', '—', '73', '»', '5', '—', 'Devamı', '»', '1', 'Bu', 'PDF', '✓', 'Cevap', '–', '·', '♥', '›', '19', '✔', '✔', '·', '25', 'Mevlana', '›', '·', 'Selamlar', '11', '—', '»', 'Selamlar', '“', '13', '—', '🙂', '29', 'Devamı', 'PDF', '←', '←', 'PDF', 'Download', '[UNK]', '🙂', '″', 'Home', '15', '25', '😀', '8', '·', '—', '4', '✔', 'Selamlar', 'PDF']",ham
89,"['—', 'Devamı', '“', 'PDF', '28', '…', 'Devamı', '15', 'Cevapları', '»', 'Download', 'Devamı', '11', '360', 'PDF', 'Devamı', '»', '”', '”', '13', '›', 'Download', 'Devamı', '74']",ham
90,"['Devamı', '22', '»', '»', '16', 'Devamı', '»', '4', 'PDF', '72', '●', '►', '12', '”', '■', '←', '–', '22', '😉', 'Download', 'Download', '”', '•', '→', '✓', '29', 'Cevap', '—', '·', '•', '9', 'Devamı', '10', '→', '🙂', '11', '11', '»', 'Devamı', '39', '18', '22', '●', '·', '26', '😀', '»', '♦', '1', '·', '11', 'İzlediğiniz', '→', '—', '41', '✔', '→', 'Selamlar', '21', '■', '●', 'Download', 'Devamı', '√', 'Devamı', '→', '4', '•', '21', 'Devamı', 'Devamı', '•', 'Mevlana', '←', 'Selamlar', '·', '🙂', '✔', '●', 'Cevap', '»', '14', '”', '”', '21', '→', '19', '→', 'Download', '—', '●', '6', '—', '♥', '9', '24', 'n', '→', '4', 'n', '26', '18', '•', '—', '🙂', '1', '•', '•', '·', '😀', 'Devamı', '”', 'PDF', 'Anasayfa', '19', 'Devamı', '11', '“', '»', '21', '74', '🙂', '—', '22', '73', '—', '26', '›', '13', '…']",spam
91,"['Devamı', 'Devamı', 'Download', '82', '→', '42', '»', '—', 'Selamlar', '»', '»', 'Anasayfa', '•', '♦', 'PDF', '•', '–', 'Devamı', '14', 'Anasayfa', 'Download']",ham
92,"['8', 'Devamı', 'Download', 'Download', 'Devamı', '✔', '6', '😀', '8', '•', '»', '√', 'PDF', 'Devamı', '√', '·', 'PDF', '–', 'Download', '27', '”', '29', '13', '§', '43', 'Teşekkürler', '🙂', '–', '61', '·', '”', 'Download', '•', 'n', 'n', '16', '»', '►', '›', '6', 'Download', '·', '5', '–', '→', '•', '•', '“', '§', '360', '►', '—', '42', '»', 'Devamı', '😀', 'Devamı', '”', '39', 'Download', '•', 'Devamı', '”', 'Selamlar', 'Download', 'Anasayfa', '13', '15', '·', 'Devamı', '”', '[UNK]', '→', '•', '●', '»', '29', '22', '·', 'Devamı', '»', '73', '”', '•', 'Download', '19', '”', '14', '16', 'Devamı', '—', '6', '23', '—', '😀', '♥', '←', 'Download', '1', '—', '›', 'Download', 'Yoksa', '17', '→', '”', '22', 'Devamı', '16', '8', '•']",ham
93,"['·', '■', '[UNK]', 'Download', '»', '23', '12', '—', '21', '→', '●', 'Anasayfa', '69', 'PDF', '9', 'PDF', '”', 'Etiketler', '2', '♦', '·', '18', 'Yoksa', '7', '→', '»', 'PDF', '82', '29', '🙂', 'Devamı', '—', '—', 'Haberler', '»', 'Ayrıca', '•', 'Download', '28', '✔', 'Yoksa', '›', '22', '😀', '[UNK]', 'Haberler', '»', '”', 'Haberler', 'Anasayfa', '—', '►', '•', '10', '2017', '→', 'Download', '😀', '·', '—', '·', '”', '■', '—', '·', '►', 'Mevlana', '»', '”', '→', '→', '10', '←', '15', '»', '5', '4', 'Anasayfa', '→', '😀', '🙂', 'Devamı', '♦', '”', 'Devamı', '■', '●', '14', '😀', 'Haberler', 'Teşekkürler', '🙂', '😊', '82', '·', '←', '»', '✔', '·', 'Cevap', 'Haberler', '74', '•', '74', '”', '73', '·', '»', '26', '7', '·', 'PDF', '■', '69', 'Download', '→', '😊', 'Anasayfa', '10', '”', '😉', '●', '″', 'n', '√', '—', 'Download', '61']",spam
94,"['PDF', 'PDF', '·', 'Devamı', '»', '•', '3', '»', '24', '→', '√', 'Devamı', '♦', '😉', '■', '–', 'Devamı', '…', 'PDF', 'Devamı', '42', '17', '2', 'Devamı', 'Devamı', 'Devamı', '√', 'Devamı', '74', '→', '15', '24', '36', '»', 'İzlediğiniz', '•', '♦', 'PDF', '72', '8', '🙂', 'Anasayfa', '–', '→', '28', '»', '13', 'Neden', '“', '”', '🙂', '27', 'Download', 'Haberler', '19', 'Download', '”', '9', '19', '7', 'Download', '→', '”', 'Yoksa', '✔', '►', '82', '•', '“', '11', '73', '·', 'Bu', 'Devamı', '•', '•', '»', '😊', '»', '•', 'Devamı', '✔', '—', '✓', '27', 'Devamı', 'Yoksa', '✔', '4', '“', 'Devamı', '›', '»', 'Devamı', '»', '6', '27', '—', 'Download', '…', '17', '”', '69', 'Anasayfa', 'Download', '27', 'Devamı', '4', '6', '•', '22', 'Download', 'Selamlar', '•', '←', 'Devamı', 'Devamı', '26', '•', '”', '11', '←', 'Devamı', '”', '[UNK]', '21', '»', 'Yoksa', '—', '69', '→', '”', '—', '●', '”', 'Etiketler', '–', 'Devamı', '•', '“', '–', '•', '13', '43', 'Download', '“', '→', 'PDF', '●', '•', 'Download', 'Ayrıca', '8', '”', '»', 'Yoksa', '—', '→', '360', '✓', '»', '11', '”', '●', 'Devamı', '″', 'Haberler', '72', 'Devamı', '•', '”', '—', '»', 'Anasayfa', '“', '”', '21', '“', 'Ayrıca', '1', '§', '←', '›', '26', '§', '”', 'Home', '→', 'n', '😀', '“', 'Devamı', '😀', 'PDF', 'PDF', '”', 'Selamlar', '69', '»', '•', '•', '27', '41', '19', '🙂', '[UNK]', '√', '″', '●', '6', 'Mevlana', '17', 'Download', '”', '●', '23', '17', '17', '12', '—', '•', '–', '14', 'Teşekkürler', 'Devamı', 'Cevap', '”', '15', '→', '72', '♥', '🙂', 'Neden', '4', '✔', '36', '28', 'Cevap']",spam
95,"['PDF', 'Download', '41', 'Haberler', '2017', '→', '—', '3', '13', '21', '—', 'Neden', '•', '“', '»', '»', '§', 'PDF', '•', '•', '♥', '4', '5', 'PDF', '→', '—', '–', '•', '•', '·', '8', '28', '19', '“', '”', '3', 'Download', 'Cevapları', 'Download', '→', '←', '•', 'Download', '”', 'Devamı', '»', 'Devamı', '22', '🙂', '27', '3', '»', 'Devamı', '←', '√', 'Devamı', '—', '14', '→', '→', '22', '·', 'PDF', 'Home', 'Devamı', '26', '»', '·', 'Devamı', '•', 'Devamı', 'Devamı', 'Ayrıca', '11', 'Devamı', 'Devamı', 'Download', '›', '✔', '11', '»', '39', '19', '→', '6', '•', '2017', '·', 'Devamı', 'Download', '…', '»', '»', '8', '4', '»', 'PDF', '22', 'Download', 'PDF', '←', '22', '🙂', '■', '•', '73', '♥', '›', '•', '🙂', 'İzlediğiniz', '″', '·', '→', '😀', '—', 'Devamı', '4', '»', '…', 'Devamı', '→', '–']",spam
